id,eventType,milestoneId,milestoneValue,title,rewardDesc,reward1,reward2,reward3,reward4
160,14,3,1600,Điểm VIP tăng 1600,"Gói cuộn x2,Cỏ may mắn x8,Mic-Idol Mới x2,Clapper-Idol Mới x2,Thẻ idol Mới x2,Túi Danh Vọng x2,Huy hiệu Tài Năng siêu sao x1,Gói exp tố chất x2","[[100,66,2,0],[100,64,8,0],[100,72,2,0],[100,73,2,0],[100,74,2,0],[100,5,2,0],[100,38,1,0],[100,57,2,0]]","[[100,66,3,0],[100,64,8,0],[100,72,2,0],[100,73,2,0],[100,74,2,0],[100,5,2,0],[100,38,1,0],[100,57,2,0]]","[[100,66,2,0],[100,64,8,0],[100,72,2,0],[100,73,2,0],[100,74,2,0],[100,5,2,0],[100,38,1,0],[100,57,2,0]]","[[100,66,3,0],[100,64,8,0],[100,72,2,0],[100,73,2,0],[100,74,2,0],[100,5,2,0],[100,38,1,0],[100,57,2,0]]"
161,14,4,3400,Điểm VIP tăng 3400,"Gói cuộn x3,Cỏ may mắn x10,Mic-Idol Mới x3,Clapper-Idol Mới x3,Thẻ idol Mới x3,Túi Danh Vọng x5,Huy hiệu Tài Năng siêu sao x2,Gói exp tố chất x4,Mảnh PhotoCard x8","[[100,66,3,0],[100,64,10,0],[100,72,3,0],[100,73,3,0],[100,74,3,0],[100,5,5,0],[100,38,2,0],[100,57,4,0],[100,91,8,0]]","[[100,66,4,0],[100,64,10,0],[100,72,3,0],[100,73,3,0],[100,74,3,0],[100,5,5,0],[100,38,2,0],[100,57,4,0],[100,91,8,0]]","[[100,66,3,0],[100,64,10,0],[100,72,3,0],[100,73,3,0],[100,74,3,0],[100,5,5,0],[100,38,2,0],[100,57,4,0],[100,91,8,0]]","[[100,66,4,0],[100,64,10,0],[100,72,3,0],[100,73,3,0],[100,74,3,0],[100,5,5,0],[100,38,2,0],[100,57,4,0],[100,91,8,0]]"
162,14,5,8800,Điểm VIP tăng 8800,"Gói cuộn x4,Cỏ may mắn x12,Mic-Idol Mới x4,Clapper-Idol Mới x4,Thẻ idol Mới x4,Túi Danh Vọng x8,Huy hiệu Tài Năng siêu sao x3,Gói exp tố chất x6,Mảnh PhotoCard x8","[[100,66,4,0],[100,64,12,0],[100,72,4,0],[100,73,4,0],[100,74,4,0],[100,5,8,0],[100,38,3,0],[100,57,6,0],[100,91,8,0]]","[[100,66,5,0],[100,64,12,0],[100,72,4,0],[100,73,4,0],[100,74,4,0],[100,5,8,0],[100,38,3,0],[100,57,6,0],[100,91,8,0]]","[[100,66,4,0],[100,64,12,0],[100,72,4,0],[100,73,4,0],[100,74,4,0],[100,5,8,0],[100,38,3,0],[100,57,6,0],[100,91,8,0]]","[[100,66,5,0],[100,64,12,0],[100,72,4,0],[100,73,4,0],[100,74,4,0],[100,5,8,0],[100,38,3,0],[100,57,6,0],[100,91,8,0]]"
163,14,6,16800,Điểm VIP tăng 16800,"Gói cuộn x6,Cỏ may mắn x15,Mic-Idol Mới x6,Clapper-Idol Mới x6,Thẻ idol Mới x6,Hộp Galaxy bách bảo x8,Huy hiệu Tài Năng siêu sao x4,Gói exp tố chất x8","[[100,66,6,0],[100,64,15,0],[100,72,6,0],[100,73,6,0],[100,74,6,0],[100,104,8,0],[100,38,4,0],[100,57,8,0]]","[[100,66,7,0],[100,64,15,0],[100,72,6,0],[100,73,6,0],[100,74,6,0],[100,104,8,0],[100,38,4,0],[100,57,8,0]]","[[100,66,6,0],[100,64,15,0],[100,72,6,0],[100,73,6,0],[100,74,6,0],[100,104,8,0],[100,38,4,0],[100,57,8,0]]","[[100,66,7,0],[100,64,15,0],[100,72,6,0],[100,73,6,0],[100,74,6,0],[100,104,8,0],[100,38,4,0],[100,57,8,0]]"
164,14,7,35000,Điểm VIP tăng 35000,"Gói cuộn x16,Cỏ may mắn x30,Mic-Idol Mới x16,Clapper-Idol Mới x16,Thẻ idol Mới x16,Hộp Galaxy bách bảo x25,Huy hiệu Tài Năng siêu sao x16,Gói exp tố chất x32,Mảnh PhotoCard x32","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]"
165,14,8,54000,Điểm VIP tăng 54000,"Gói cuộn x16,Cỏ may mắn x30,Mic-Idol Mới x16,Clapper-Idol Mới x16,Thẻ idol Mới x16,Hộp Galaxy bách bảo x25,Huy hiệu Tài Năng siêu sao x16,Gói exp tố chất x32,Mảnh PhotoCard x32","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]"
166,14,9,72000,Điểm VIP tăng 72000,"Gói cuộn x16,Cỏ may mắn x30,Mic-Idol Mới x16,Clapper-Idol Mới x16,Thẻ idol Mới x16,Hộp Galaxy bách bảo x25,Huy hiệu Tài Năng siêu sao x16,Gói exp tố chất x32,Mảnh PhotoCard x32","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]"
167,14,10,88000,Điểm VIP tăng 88000,"Gói cuộn x16,Cỏ may mắn x30,Mic-Idol Mới x16,Clapper-Idol Mới x16,Thẻ idol Mới x16,Hộp Galaxy bách bảo x25,Huy hiệu Tài Năng siêu sao x16,Gói exp tố chất x32,Mảnh PhotoCard x32","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,16,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]","[[100,66,18,0],[100,64,30,0],[100,72,16,0],[100,73,16,0],[100,74,16,0],[100,104,25,0],[100,38,16,0],[100,57,32,0],[100,91,32,0]]"
168,14,11,175000,Điểm VIP tăng 175000,"Gói cuộn x80,Cỏ may mắn x150,Mic-Idol Mới x80,Clapper-Idol Mới x80,Thẻ idol Mới x80,Hộp Galaxy bách bảo x125,Huy hiệu Tài Năng siêu sao x80,Gói exp tố chất x160,Mảnh PhotoCard x160","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]"
169,14,12,260000,Điểm VIP tăng 260000,"Gói cuộn x80,Cỏ may mắn x150,Mic-Idol Mới x80,Clapper-Idol Mới x80,Thẻ idol Mới x80,Hộp Galaxy bách bảo x125,Huy hiệu Tài Năng siêu sao x80,Gói exp tố chất x160,Mảnh PhotoCard x160","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]"
170,14,13,345000,Điểm VIP tăng 260000,"Gói cuộn x80,Cỏ may mắn x150,Mic-Idol Mới x80,Clapper-Idol Mới x80,Thẻ idol Mới x80,Hộp Galaxy bách bảo x125,Huy hiệu Tài Năng siêu sao x80,Gói exp tố chất x160,Mảnh PhotoCard x160","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]"
171,14,14,430000,Điểm VIP tăng 260000,"Gói cuộn x80,Cỏ may mắn x150,Mic-Idol Mới x80,Clapper-Idol Mới x80,Thẻ idol Mới x80,Hộp Galaxy bách bảo x125,Huy hiệu Tài Năng siêu sao x80,Gói exp tố chất x160,Mảnh PhotoCard x160","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]"
172,14,15,515000,Điểm VIP tăng 260000,"Gói cuộn x80,Cỏ may mắn x150,Mic-Idol Mới x80,Clapper-Idol Mới x80,Thẻ idol Mới x80,Hộp Galaxy bách bảo x125,Huy hiệu Tài Năng siêu sao x80,Gói exp tố chất x160,Mảnh PhotoCard x160","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,80,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]","[[100,66,90,0],[100,64,150,0],[100,72,80,0],[100,73,80,0],[100,74,80,0],[100,104,125,0],[100,38,80,0],[100,57,160,0],[100,91,160,0]]"
