id,chapter,level,smallLevel,aptNPC,fanNPC,reward
3680,90,4,7,1132488,5292000,"[102,18,0,0]"
3681,90,4,8,1164240,5390000,"[102,19,0,0]"
3682,90,5,1,997880,4940000,"[102,18,0,0]"
3683,90,5,2,1017836,4989400,"[102,18,0,0]"
3684,90,5,3,1037992,5038800,"[102,18,0,0]"
3685,90,5,4,1058344,5088200,"[102,18,0,0]"
3686,90,5,5,1078896,5137600,"[102,18,0,0]"
3687,90,5,6,1110116,5236400,"[102,18,0,0]"
3688,90,5,7,1141732,5335200,"[102,18,0,0]"
3689,90,5,8,1173744,5434000,"[102,19,0,0]"
3690,90,6,1,0,0,[]
3691,91,1,1,1005960,4980000,"[102,18,0,0]"
3692,91,1,2,1026078,5029800,"[102,18,0,0]"
3693,91,1,3,1046396,5079600,"[102,18,0,0]"
3694,91,1,4,1066914,5129400,"[102,18,0,0]"
3695,91,1,5,1087632,5179200,"[102,18,0,0]"
3696,91,1,6,1119104,5278800,"[102,18,0,0]"
3697,91,1,7,1150976,5378400,"[102,18,0,0]"
3698,91,1,8,1183248,5478000,"[102,19,0,0]"
3699,91,2,1,1014040,5020000,"[102,18,0,0]"
3700,91,2,2,1034320,5070200,"[102,18,0,0]"
3701,91,2,3,1054802,5120400,"[102,18,0,0]"
3702,91,2,4,1075484,5170600,"[102,18,0,0]"
3703,91,2,5,1096368,5220800,"[102,18,0,0]"
3704,91,2,6,1128094,5321200,"[102,18,0,0]"
3705,91,2,7,1160222,5421600,"[102,18,0,0]"
3706,91,2,8,1192752,5522000,"[102,19,0,0]"
3707,91,3,1,1022120,5060000,"[102,18,0,0]"
3708,91,3,2,1042562,5110600,"[102,18,0,0]"
3709,91,3,3,1063206,5161200,"[102,18,0,0]"
3710,91,3,4,1084054,5211800,"[102,18,0,0]"
3711,91,3,5,1105104,5262400,"[102,18,0,0]"
3712,91,3,6,1137082,5363600,"[102,18,0,0]"
3713,91,3,7,1169466,5464800,"[102,18,0,0]"
3714,91,3,8,1202256,5566000,"[102,19,0,0]"
3715,91,4,1,1030200,5100000,"[102,18,0,0]"
3716,91,4,2,1050804,5151000,"[102,18,0,0]"
3717,91,4,3,1071612,5202000,"[102,18,0,0]"
3718,91,4,4,1092624,5253000,"[102,18,0,0]"
3719,91,4,5,1113840,5304000,"[102,18,0,0]"
3720,91,4,6,1146072,5406000,"[102,18,0,0]"
3721,91,4,7,1178712,5508000,"[102,18,0,0]"
3722,91,4,8,1211760,5610000,"[102,19,0,0]"
3723,91,5,1,1040300,5150000,"[102,18,0,0]"
3724,91,5,2,1061106,5201500,"[102,18,0,0]"
3725,91,5,3,1082118,5253000,"[102,18,0,0]"
3726,91,5,4,1103336,5304500,"[102,18,0,0]"
3727,91,5,5,1124760,5356000,"[102,18,0,0]"
3728,91,5,6,1157308,5459000,"[102,18,0,0]"
3729,91,5,7,1190268,5562000,"[102,18,0,0]"
3730,91,5,8,1223640,5665000,"[102,19,0,0]"
3731,91,6,1,0,0,[]
3732,92,1,1,1050400,5200000,"[102,18,0,0]"
3733,92,1,2,1071408,5252000,"[102,18,0,0]"
3734,92,1,3,1092624,5304000,"[102,18,0,0]"
3735,92,1,4,1114048,5356000,"[102,18,0,0]"
3736,92,1,5,1135680,5408000,"[102,18,0,0]"
3737,92,1,6,1168544,5512000,"[102,18,0,0]"
3738,92,1,7,1201824,5616000,"[102,18,0,0]"
3739,92,1,8,1235520,5720000,"[102,19,0,0]"
3740,92,2,1,1060500,5250000,"[102,18,0,0]"
3741,92,2,2,1081710,5302500,"[102,18,0,0]"
3742,92,2,3,1103130,5355000,"[102,18,0,0]"
3743,92,2,4,1124760,5407500,"[102,18,0,0]"
3744,92,2,5,1146600,5460000,"[102,18,0,0]"
3745,92,2,6,1179780,5565000,"[102,18,0,0]"
3746,92,2,7,1213380,5670000,"[102,18,0,0]"
3747,92,2,8,1247400,5775000,"[102,19,0,0]"
3748,92,3,1,1070600,5300000,"[102,18,0,0]"
3749,92,3,2,1092012,5353000,"[102,18,0,0]"
3750,92,3,3,1113636,5406000,"[102,18,0,0]"
3751,92,3,4,1135472,5459000,"[102,18,0,0]"
3752,92,3,5,1157520,5512000,"[102,18,0,0]"
3753,92,3,6,1191016,5618000,"[102,18,0,0]"
3754,92,3,7,1224936,5724000,"[102,18,0,0]"
3755,92,3,8,1259280,5830000,"[102,19,0,0]"
3756,92,4,1,1080700,5350000,"[102,18,0,0]"
3757,92,4,2,1102314,5403500,"[102,18,0,0]"
3758,92,4,3,1124142,5457000,"[102,18,0,0]"
3759,92,4,4,1146184,5510500,"[102,18,0,0]"
3760,92,4,5,1168440,5564000,"[102,18,0,0]"
3761,92,4,6,1202252,5671000,"[102,18,0,0]"
3762,92,4,7,1236492,5778000,"[102,18,0,0]"
3763,92,4,8,1271160,5885000,"[102,19,0,0]"
3764,92,5,1,1090800,5400000,"[102,18,0,0]"
3765,92,5,2,1112616,5454000,"[102,18,0,0]"
3766,92,5,3,1134648,5508000,"[102,18,0,0]"
3767,92,5,4,1156896,5562000,"[102,18,0,0]"
3768,92,5,5,1179360,5616000,"[102,18,0,0]"
3769,92,5,6,1213488,5724000,"[102,18,0,0]"
3770,92,5,7,1248048,5832000,"[102,18,0,0]"
3771,92,5,8,1283040,5940000,"[102,19,0,0]"
3772,92,6,1,0,0,[]
3773,93,1,1,1100900,5450000,"[102,18,0,0]"
3774,93,1,2,1122918,5504500,"[102,18,0,0]"
3775,93,1,3,1145154,5559000,"[102,18,0,0]"
3776,93,1,4,1167608,5613500,"[102,18,0,0]"
3777,93,1,5,1190280,5668000,"[102,18,0,0]"
3778,93,1,6,1224724,5777000,"[102,18,0,0]"
3779,93,1,7,1259604,5886000,"[102,18,0,0]"
3780,93,1,8,1294920,5995000,"[102,19,0,0]"
3781,93,2,1,1111000,5500000,"[102,18,0,0]"
3782,93,2,2,1133220,5555000,"[102,18,0,0]"
3783,93,2,3,1155660,5610000,"[102,18,0,0]"
3784,93,2,4,1178320,5665000,"[102,18,0,0]"
3785,93,2,5,1201200,5720000,"[102,18,0,0]"
3786,93,2,6,1235960,5830000,"[102,18,0,0]"
3787,93,2,7,1271160,5940000,"[102,18,0,0]"
3788,93,2,8,1306800,6050000,"[102,19,0,0]"
3789,93,3,1,1121100,5550000,"[102,18,0,0]"
3790,93,3,2,1143522,5605500,"[102,18,0,0]"
3791,93,3,3,1166166,5661000,"[102,18,0,0]"
3792,93,3,4,1189032,5716500,"[102,18,0,0]"
3793,93,3,5,1212120,5772000,"[102,18,0,0]"
3794,93,3,6,1247196,5883000,"[102,18,0,0]"
3795,93,3,7,1282716,5994000,"[102,18,0,0]"
3796,93,3,8,1318680,6105000,"[102,19,0,0]"
3797,93,4,1,1131200,5600000,"[102,18,0,0]"
3798,93,4,2,1153824,5656000,"[102,18,0,0]"
3799,93,4,3,1176672,5712000,"[102,18,0,0]"
3800,93,4,4,1199744,5768000,"[102,18,0,0]"
3801,93,4,5,1223040,5824000,"[102,18,0,0]"
3802,93,4,6,1258432,5936000,"[102,18,0,0]"
3803,93,4,7,1294272,6048000,"[102,18,0,0]"
3804,93,4,8,1330560,6160000,"[102,19,0,0]"
3805,93,5,1,1141300,5650000,"[102,18,0,0]"
3806,93,5,2,1164126,5706500,"[102,18,0,0]"
3807,93,5,3,1187178,5763000,"[102,18,0,0]"
3808,93,5,4,1210456,5819500,"[102,18,0,0]"
3809,93,5,5,1233960,5876000,"[102,18,0,0]"
3810,93,5,6,1269668,5989000,"[102,18,0,0]"
3811,93,5,7,1305828,6102000,"[102,18,0,0]"
3812,93,5,8,1342440,6215000,"[102,19,0,0]"
3813,93,6,1,0,0,[]
3814,94,1,1,1151400,5700000,"[102,18,0,0]"
3815,94,1,2,1174428,5757000,"[102,18,0,0]"
3816,94,1,3,1197684,5814000,"[102,18,0,0]"
3817,94,1,4,1221168,5871000,"[102,18,0,0]"
3818,94,1,5,1244880,5928000,"[102,18,0,0]"
3819,94,1,6,1280904,6042000,"[102,18,0,0]"
3820,94,1,7,1317384,6156000,"[102,18,0,0]"
3821,94,1,8,1354320,6270000,"[102,19,0,0]"
3822,94,2,1,1161500,5750000,"[102,18,0,0]"
3823,94,2,2,1184730,5807500,"[102,18,0,0]"
3824,94,2,3,1208190,5865000,"[102,18,0,0]"
3825,94,2,4,1231880,5922500,"[102,18,0,0]"
3826,94,2,5,1255800,5980000,"[102,18,0,0]"
3827,94,2,6,1292140,6095000,"[102,18,0,0]"
3828,94,2,7,1328940,6210000,"[102,18,0,0]"
3829,94,2,8,1366200,6325000,"[102,19,0,0]"
3830,94,3,1,1171600,5800000,"[102,18,0,0]"
3831,94,3,2,1195032,5858000,"[102,18,0,0]"
3832,94,3,3,1218696,5916000,"[102,18,0,0]"
3833,94,3,4,1242592,5974000,"[102,18,0,0]"
3834,94,3,5,1266720,6032000,"[102,18,0,0]"
3835,94,3,6,1303376,6148000,"[102,18,0,0]"
3836,94,3,7,1340496,6264000,"[102,18,0,0]"
3837,94,3,8,1378080,6380000,"[102,19,0,0]"
3838,94,4,1,1181700,5850000,"[102,18,0,0]"
3839,94,4,2,1205334,5908500,"[102,18,0,0]"
3840,94,4,3,1229202,5967000,"[102,18,0,0]"
3841,94,4,4,1253304,6025500,"[102,18,0,0]"
3842,94,4,5,1277640,6084000,"[102,18,0,0]"
3843,94,4,6,1314612,6201000,"[102,18,0,0]"
3844,94,4,7,1352052,6318000,"[102,18,0,0]"
3845,94,4,8,1389960,6435000,"[102,19,0,0]"
3846,94,5,1,1191800,5900000,"[102,18,0,0]"
3847,94,5,2,1215636,5959000,"[102,18,0,0]"
3848,94,5,3,1239708,6018000,"[102,18,0,0]"
3849,94,5,4,1264016,6077000,"[102,18,0,0]"
3850,94,5,5,1288560,6136000,"[102,18,0,0]"
3851,94,5,6,1325848,6254000,"[102,18,0,0]"
3852,94,5,7,1363608,6372000,"[102,18,0,0]"
3853,94,5,8,1401840,6490000,"[102,19,0,0]"
3854,94,6,1,0,0,[]
3855,95,1,1,1201900,5950000,"[102,18,0,0]"
3856,95,1,2,1225938,6009500,"[102,18,0,0]"
3857,95,1,3,1250214,6069000,"[102,18,0,0]"
3858,95,1,4,1274728,6128500,"[102,18,0,0]"
3859,95,1,5,1299480,6188000,"[102,18,0,0]"
3860,95,1,6,1337084,6307000,"[102,18,0,0]"
3861,95,1,7,1375164,6426000,"[102,18,0,0]"
3862,95,1,8,1413720,6545000,"[102,19,0,0]"
3863,95,2,1,1212000,6000000,"[102,18,0,0]"
3864,95,2,2,1236240,6060000,"[102,18,0,0]"
3865,95,2,3,1260720,6120000,"[102,18,0,0]"
3866,95,2,4,1285440,6180000,"[102,18,0,0]"
3867,95,2,5,1310400,6240000,"[102,18,0,0]"
3868,95,2,6,1348320,6360000,"[102,18,0,0]"
3869,95,2,7,1386720,6480000,"[102,18,0,0]"
3870,95,2,8,1425600,6600000,"[102,19,0,0]"
3871,95,3,1,1222100,6050000,"[102,18,0,0]"
3872,95,3,2,1246542,6110500,"[102,18,0,0]"
3873,95,3,3,1271226,6171000,"[102,18,0,0]"
3874,95,3,4,1296152,6231500,"[102,18,0,0]"
3875,95,3,5,1321320,6292000,"[102,18,0,0]"
3876,95,3,6,1359556,6413000,"[102,18,0,0]"
3877,95,3,7,1398276,6534000,"[102,18,0,0]"
3878,95,3,8,1437480,6655000,"[102,19,0,0]"
3879,95,4,1,1232200,6100000,"[102,18,0,0]"
3880,95,4,2,1256844,6161000,"[102,18,0,0]"
3881,95,4,3,1281732,6222000,"[102,18,0,0]"
3882,95,4,4,1306864,6283000,"[102,18,0,0]"
3883,95,4,5,1332240,6344000,"[102,18,0,0]"
3884,95,4,6,1370792,6466000,"[102,18,0,0]"
3885,95,4,7,1409832,6588000,"[102,18,0,0]"
3886,95,4,8,1449360,6710000,"[102,19,0,0]"
3887,95,5,1,1242300,6150000,"[102,18,0,0]"
3888,95,5,2,1267146,6211500,"[102,18,0,0]"
3889,95,5,3,1292238,6273000,"[102,18,0,0]"
3890,95,5,4,1317576,6334500,"[102,18,0,0]"
3891,95,5,5,1343160,6396000,"[102,18,0,0]"
3892,95,5,6,1382028,6519000,"[102,18,0,0]"
3893,95,5,7,1421388,6642000,"[102,18,0,0]"
3894,95,5,8,1461240,6765000,"[102,19,0,0]"
3895,95,6,1,0,0,[]
3896,96,1,1,1260480,6240000,"[102,18,0,0]"
3897,96,1,2,1285688,6302400,"[102,18,0,0]"
3898,96,1,3,1311148,6364800,"[102,18,0,0]"
3899,96,1,4,1336856,6427200,"[102,18,0,0]"
3900,96,1,5,1362816,6489600,"[102,18,0,0]"
3901,96,1,6,1402252,6614400,"[102,18,0,0]"
3902,96,1,7,1442188,6739200,"[102,18,0,0]"
3903,96,1,8,1482624,6864000,"[102,19,0,0]"
3904,96,2,1,1272600,6300000,"[102,18,0,0]"
3905,96,2,2,1298052,6363000,"[102,18,0,0]"
3906,96,2,3,1323756,6426000,"[102,18,0,0]"
3907,96,2,4,1349712,6489000,"[102,18,0,0]"
3908,96,2,5,1375920,6552000,"[102,18,0,0]"
3909,96,2,6,1415736,6678000,"[102,18,0,0]"
3910,96,2,7,1456056,6804000,"[102,18,0,0]"
3911,96,2,8,1496880,6930000,"[102,19,0,0]"
3912,96,3,1,1284720,6360000,"[102,18,0,0]"
3913,96,3,2,1310414,6423600,"[102,18,0,0]"
3914,96,3,3,1336362,6487200,"[102,18,0,0]"
3915,96,3,4,1362566,6550800,"[102,18,0,0]"
3916,96,3,5,1389024,6614400,"[102,18,0,0]"
3917,96,3,6,1429218,6741600,"[102,18,0,0]"
3918,96,3,7,1469922,6868800,"[102,18,0,0]"
3919,96,3,8,1511136,6996000,"[102,19,0,0]"
3920,96,4,1,1296840,6420000,"[102,18,0,0]"
3921,96,4,2,1322776,6484200,"[102,18,0,0]"
3922,96,4,3,1348970,6548400,"[102,18,0,0]"
3923,96,4,4,1375420,6612600,"[102,18,0,0]"
3924,96,4,5,1402128,6676800,"[102,18,0,0]"
3925,96,4,6,1442702,6805200,"[102,18,0,0]"
3926,96,4,7,1483790,6933600,"[102,18,0,0]"
3927,96,4,8,1525392,7062000,"[102,19,0,0]"
3928,96,5,1,1308960,6480000,"[102,18,0,0]"
3929,96,5,2,1335138,6544800,"[102,18,0,0]"
3930,96,5,3,1361576,6609600,"[102,18,0,0]"
3931,96,5,4,1388274,6674400,"[102,18,0,0]"
3932,96,5,5,1415232,6739200,"[102,18,0,0]"
3933,96,5,6,1456184,6868800,"[102,18,0,0]"
3934,96,5,7,1497656,6998400,"[102,18,0,0]"
3935,96,5,8,1539648,7128000,"[102,19,0,0]"
3936,96,6,1,0,0,[]
3937,97,1,1,1321080,6540000,"[102,18,0,0]"
3938,97,1,2,1347500,6605400,"[102,18,0,0]"
3939,97,1,3,1374184,6670800,"[102,18,0,0]"
3940,97,1,4,1401128,6736200,"[102,18,0,0]"
3941,97,1,5,1428336,6801600,"[102,18,0,0]"
3942,97,1,6,1469668,6932400,"[102,18,0,0]"
3943,97,1,7,1511524,7063200,"[102,18,0,0]"
3944,97,1,8,1553904,7194000,"[102,19,0,0]"
3945,97,2,1,1333200,6600000,"[102,18,0,0]"
3946,97,2,2,1359864,6666000,"[102,18,0,0]"
3947,97,2,3,1386792,6732000,"[102,18,0,0]"
3948,97,2,4,1413984,6798000,"[102,18,0,0]"
3949,97,2,5,1441440,6864000,"[102,18,0,0]"
3950,97,2,6,1483152,6996000,"[102,18,0,0]"
3951,97,2,7,1525392,7128000,"[102,18,0,0]"
3952,97,2,8,1568160,7260000,"[102,19,0,0]"
3953,97,3,1,1345320,6660000,"[102,18,0,0]"
3954,97,3,2,1372226,6726600,"[102,18,0,0]"
3955,97,3,3,1399398,6793200,"[102,18,0,0]"
3956,97,3,4,1426838,6859800,"[102,18,0,0]"
3957,97,3,5,1454544,6926400,"[102,18,0,0]"
3958,97,3,6,1496634,7059600,"[102,18,0,0]"
3959,97,3,7,1539258,7192800,"[102,18,0,0]"
3960,97,3,8,1582416,7326000,"[102,19,0,0]"
3961,97,4,1,1357440,6720000,"[102,18,0,0]"
3962,97,4,2,1384588,6787200,"[102,18,0,0]"
3963,97,4,3,1412006,6854400,"[102,18,0,0]"
3964,97,4,4,1439692,6921600,"[102,18,0,0]"
3965,97,4,5,1467648,6988800,"[102,18,0,0]"
3966,97,4,6,1510118,7123200,"[102,18,0,0]"
3967,97,4,7,1553126,7257600,"[102,18,0,0]"
3968,97,4,8,1596672,7392000,"[102,19,0,0]"
3969,97,5,1,1369560,6780000,"[102,18,0,0]"
3970,97,5,2,1396950,6847800,"[102,18,0,0]"
3971,97,5,3,1424612,6915600,"[102,18,0,0]"
3972,97,5,4,1452546,6983400,"[102,18,0,0]"
3973,97,5,5,1480752,7051200,"[102,18,0,0]"
3974,97,5,6,1523600,7186800,"[102,18,0,0]"
3975,97,5,7,1566992,7322400,"[102,18,0,0]"
3976,97,5,8,1610928,7458000,"[102,19,0,0]"
3977,97,6,1,0,0,[]
3978,98,1,1,1381680,6840000,"[102,18,0,0]"
3979,98,1,2,1409312,6908400,"[102,18,0,0]"
3980,98,1,3,1437220,6976800,"[102,18,0,0]"
3981,98,1,4,1465400,7045200,"[102,18,0,0]"
3982,98,1,5,1493856,7113600,"[102,18,0,0]"
3983,98,1,6,1537084,7250400,"[102,18,0,0]"
3984,98,1,7,1580860,7387200,"[102,18,0,0]"
3985,98,1,8,1625184,7524000,"[102,19,0,0]"
3986,98,2,1,1393800,6900000,"[102,18,0,0]"
3987,98,2,2,1421676,6969000,"[102,18,0,0]"
3988,98,2,3,1449828,7038000,"[102,18,0,0]"
3989,98,2,4,1478256,7107000,"[102,18,0,0]"
3990,98,2,5,1506960,7176000,"[102,18,0,0]"
3991,98,2,6,1550568,7314000,"[102,18,0,0]"
3992,98,2,7,1594728,7452000,"[102,18,0,0]"
3993,98,2,8,1639440,7590000,"[102,19,0,0]"
3994,98,3,1,1405920,6960000,"[102,18,0,0]"
3995,98,3,2,1434038,7029600,"[102,18,0,0]"
3996,98,3,3,1462434,7099200,"[102,18,0,0]"
3997,98,3,4,1491110,7168800,"[102,18,0,0]"
3998,98,3,5,1520064,7238400,"[102,18,0,0]"
3999,98,3,6,1564050,7377600,"[102,18,0,0]"
4000,98,3,7,1608594,7516800,"[102,18,0,0]"
4001,98,3,8,1653696,7656000,"[102,19,0,0]"
4002,98,4,1,1418040,7020000,"[102,18,0,0]"
4003,98,4,2,1446400,7090200,"[102,18,0,0]"
4004,98,4,3,1475042,7160400,"[102,18,0,0]"
4005,98,4,4,1503964,7230600,"[102,18,0,0]"
4006,98,4,5,1533168,7300800,"[102,18,0,0]"
4007,98,4,6,1577534,7441200,"[102,18,0,0]"
4008,98,4,7,1622462,7581600,"[102,18,0,0]"
4009,98,4,8,1667952,7722000,"[102,19,0,0]"
4010,98,5,1,1430160,7080000,"[102,18,0,0]"
4011,98,5,2,1458762,7150800,"[102,18,0,0]"
4012,98,5,3,1487648,7221600,"[102,18,0,0]"
4013,98,5,4,1516818,7292400,"[102,18,0,0]"
4014,98,5,5,1546272,7363200,"[102,18,0,0]"
4015,98,5,6,1591016,7504800,"[102,18,0,0]"
4016,98,5,7,1636328,7646400,"[102,18,0,0]"
4017,98,5,8,1682208,7788000,"[102,19,0,0]"
4018,98,6,1,0,0,[]
4019,99,1,1,1446320,7160000,"[102,18,0,0]"
4020,99,1,2,1475246,7231600,"[102,18,0,0]"
4021,99,1,3,1504458,7303200,"[102,18,0,0]"
4022,99,1,4,1533958,7374800,"[102,18,0,0]"
4023,99,1,5,1563744,7446400,"[102,18,0,0]"
4024,99,1,6,1608994,7589600,"[102,18,0,0]"
4025,99,1,7,1654818,7732800,"[102,18,0,0]"
4026,99,1,8,1701216,7876000,"[102,19,0,0]"
4027,99,2,1,1460460,7230000,"[102,18,0,0]"
4028,99,2,2,1489668,7302300,"[102,18,0,0]"
4029,99,2,3,1519166,7374600,"[102,18,0,0]"
4030,99,2,4,1548954,7446900,"[102,18,0,0]"
4031,99,2,5,1579032,7519200,"[102,18,0,0]"
4032,99,2,6,1624724,7663800,"[102,18,0,0]"
4033,99,2,7,1670996,7808400,"[102,18,0,0]"
4034,99,2,8,1717848,7953000,"[102,19,0,0]"
4035,99,3,1,1474600,7300000,"[102,18,0,0]"
4036,99,3,2,1504092,7373000,"[102,18,0,0]"
4037,99,3,3,1533876,7446000,"[102,18,0,0]"
4038,99,3,4,1563952,7519000,"[102,18,0,0]"
4039,99,3,5,1594320,7592000,"[102,18,0,0]"
4040,99,3,6,1640456,7738000,"[102,18,0,0]"
4041,99,3,7,1687176,7884000,"[102,18,0,0]"
4042,99,3,8,1734480,8030000,"[102,19,0,0]"
4043,99,4,1,1488740,7370000,"[102,18,0,0]"
4044,99,4,2,1518514,7443700,"[102,18,0,0]"
4045,99,4,3,1548584,7517400,"[102,18,0,0]"
4046,99,4,4,1578948,7591100,"[102,18,0,0]"
4047,99,4,5,1609608,7664800,"[102,18,0,0]"
4048,99,4,6,1656186,7812200,"[102,18,0,0]"
4049,99,4,7,1703354,7959600,"[102,18,0,0]"
4050,99,4,8,1751112,8107000,"[102,19,0,0]"
4051,99,5,1,1502880,7440000,"[102,18,0,0]"
4052,99,5,2,1532936,7514400,"[102,18,0,0]"
4053,99,5,3,1563292,7588800,"[102,18,0,0]"
4054,99,5,4,1593944,7663200,"[102,18,0,0]"
4055,99,5,5,1624896,7737600,"[102,18,0,0]"
4056,99,5,6,1671916,7886400,"[102,18,0,0]"
4057,99,5,7,1719532,8035200,"[102,18,0,0]"
4058,99,5,8,1767744,8184000,"[102,19,0,0]"
4059,99,6,1,0,0,[]
4060,100,1,1,1517020,7510000,"[102,18,0,0]"
4061,100,1,2,1547360,7585100,"[102,18,0,0]"
4062,100,1,3,1578000,7660200,"[102,18,0,0]"
4063,100,1,4,1608942,7735300,"[102,18,0,0]"
4064,100,1,5,1640184,7810400,"[102,18,0,0]"
4065,100,1,6,1687646,7960600,"[102,18,0,0]"
4066,100,1,7,1735710,8110800,"[102,18,0,0]"
4067,100,1,8,1784376,8261000,"[102,19,0,0]"
4068,100,2,1,1531160,7580000,"[102,18,0,0]"
4069,100,2,2,1561782,7655800,"[102,18,0,0]"
4070,100,2,3,1592708,7731600,"[102,18,0,0]"
4071,100,2,4,1623938,7807400,"[102,18,0,0]"
4072,100,2,5,1655472,7883200,"[102,18,0,0]"
4073,100,2,6,1703376,8034800,"[102,18,0,0]"
4074,100,2,7,1751888,8186400,"[102,18,0,0]"
4075,100,2,8,1801008,8338000,"[102,19,0,0]"
4076,100,3,1,1545300,7650000,"[102,18,0,0]"
4077,100,3,2,1576206,7726500,"[102,18,0,0]"
4078,100,3,3,1607418,7803000,"[102,18,0,0]"
4079,100,3,4,1638936,7879500,"[102,18,0,0]"
4080,100,3,5,1670760,7956000,"[102,18,0,0]"
4081,100,3,6,1719108,8109000,"[102,18,0,0]"
4082,100,3,7,1768068,8262000,"[102,18,0,0]"
4083,100,3,8,1817640,8415000,"[102,19,0,0]"
4084,100,4,1,1559440,7720000,"[102,18,0,0]"
4085,100,4,2,1590628,7797200,"[102,18,0,0]"
4086,100,4,3,1622126,7874400,"[102,18,0,0]"
4087,100,4,4,1653932,7951600,"[102,18,0,0]"
4088,100,4,5,1686048,8028800,"[102,18,0,0]"
4089,100,4,6,1734838,8183200,"[102,18,0,0]"
4090,100,4,7,1784246,8337600,"[102,18,0,0]"
4091,100,4,8,1834272,8492000,"[102,19,0,0]"
4092,100,5,1,1573580,7790000,"[102,18,0,0]"
4093,100,5,2,1605050,7867900,"[102,18,0,0]"
4094,100,5,3,1636834,7945800,"[102,18,0,0]"
4095,100,5,4,1668928,8023700,"[102,18,0,0]"
4096,100,5,5,1701336,8101600,"[102,18,0,0]"
4097,100,5,6,1750568,8257400,"[102,18,0,0]"
4098,100,5,7,1800424,8413200,"[102,18,0,0]"
4099,100,5,8,1850904,8569000,"[102,19,0,0]"
4100,100,6,1,0,0,[]
4101,101,1,1,1587720,7860000,"[102,18,0,0]"
4102,101,1,2,1619474,7938600,"[102,18,0,0]"
4103,101,1,3,1651542,8017200,"[102,18,0,0]"
4104,101,1,4,1683926,8095800,"[102,18,0,0]"
4105,101,1,5,1716624,8174400,"[102,18,0,0]"
4106,101,1,6,1766298,8331600,"[102,18,0,0]"
4107,101,1,7,1816602,8488800,"[102,18,0,0]"
4108,101,1,8,1867536,8646000,"[102,19,0,0]"
4109,101,2,1,1601860,7930000,"[102,18,0,0]"
4110,101,2,2,1633896,8009300,"[102,18,0,0]"
4111,101,2,3,1666250,8088600,"[102,18,0,0]"
4112,101,2,4,1698922,8167900,"[102,18,0,0]"
4113,101,2,5,1731912,8247200,"[102,18,0,0]"
4114,101,2,6,1782028,8405800,"[102,18,0,0]"
4115,101,2,7,1832780,8564400,"[102,18,0,0]"
4116,101,2,8,1884168,8723000,"[102,19,0,0]"
4117,101,3,1,1616000,8000000,"[102,18,0,0]"
4118,101,3,2,1648320,8080000,"[102,18,0,0]"
4119,101,3,3,1680960,8160000,"[102,18,0,0]"
4120,101,3,4,1713920,8240000,"[102,18,0,0]"
4121,101,3,5,1747200,8320000,"[102,18,0,0]"
4122,101,3,6,1797760,8480000,"[102,18,0,0]"
4123,101,3,7,1848960,8640000,"[102,18,0,0]"
4124,101,3,8,1900800,8800000,"[102,19,0,0]"
4125,101,4,1,1630140,8070000,"[102,18,0,0]"
4126,101,4,2,1662742,8150700,"[102,18,0,0]"
4127,101,4,3,1695668,8231400,"[102,18,0,0]"
4128,101,4,4,1728916,8312100,"[102,18,0,0]"
4129,101,4,5,1762488,8392800,"[102,18,0,0]"
4130,101,4,6,1813490,8554200,"[102,18,0,0]"
4131,101,4,7,1865138,8715600,"[102,18,0,0]"
4132,101,4,8,1917432,8877000,"[102,19,0,0]"
4133,101,5,1,1644280,8140000,"[102,18,0,0]"
4134,101,5,2,1677164,8221400,"[102,18,0,0]"
4135,101,5,3,1710376,8302800,"[102,18,0,0]"
4136,101,5,4,1743912,8384200,"[102,18,0,0]"
4137,101,5,5,1777776,8465600,"[102,18,0,0]"
4138,101,5,6,1829220,8628400,"[102,18,0,0]"
4139,101,5,7,1881316,8791200,"[102,18,0,0]"
4140,101,5,8,1934064,8954000,"[102,19,0,0]"
4141,101,6,1,0,0,[]
4142,102,1,1,1660440,8220000,"[102,18,0,0]"
4143,102,1,2,1693648,8302200,"[102,18,0,0]"
4144,102,1,3,1727186,8384400,"[102,18,0,0]"
4145,102,1,4,1761052,8466600,"[102,18,0,0]"
4146,102,1,5,1795248,8548800,"[102,18,0,0]"
4147,102,1,6,1847198,8713200,"[102,18,0,0]"
4148,102,1,7,1899806,8877600,"[102,18,0,0]"
4149,102,1,8,1953072,9042000,"[102,19,0,0]"
4150,102,2,1,1676600,8300000,"[102,18,0,0]"
4151,102,2,2,1710132,8383000,"[102,18,0,0]"
4152,102,2,3,1743996,8466000,"[102,18,0,0]"
4153,102,2,4,1778192,8549000,"[102,18,0,0]"
4154,102,2,5,1812720,8632000,"[102,18,0,0]"
4155,102,2,6,1865176,8798000,"[102,18,0,0]"
4156,102,2,7,1918296,8964000,"[102,18,0,0]"
4157,102,2,8,1972080,9130000,"[102,19,0,0]"
4158,102,3,1,1692760,8380000,"[102,18,0,0]"
4159,102,3,2,1726614,8463800,"[102,18,0,0]"
4160,102,3,3,1760804,8547600,"[102,18,0,0]"
4161,102,3,4,1795330,8631400,"[102,18,0,0]"
4162,102,3,5,1830192,8715200,"[102,18,0,0]"
4163,102,3,6,1883152,8882800,"[102,18,0,0]"
4164,102,3,7,1936784,9050400,"[102,18,0,0]"
4165,102,3,8,1991088,9218000,"[102,19,0,0]"
4166,102,4,1,1708920,8460000,"[102,18,0,0]"
